1, 0, 10897533, 1539, 90, 5, 12716545, 7782495742, 5210486545, 4, 20, 4306687302, 0, 51.4, 36.73, 45.99, 47.95, 2, 0
1, 0, 11369375, 310, 80, 0, 13231744, 7816003976, 5195583854, 7, 50, 4334124338, 0, 49.5, 35.875, 44.93, 46.62, 2, 0
1, 0, 11636123, 396, 429, 30, 13571398, 7887722682, 5226923000, 6, 59, 4354715915, 0, 51.165, 36.905, 45.565, 47.725, 2, 0
1, 0, 11623531, 352, 125, 0, 13549402, 7870627217, 5222536101, 3, 34, 4358963303, 0, 50.985, 36.705, 45.545, 47.15, 2, 0
1, 0, 11153942, 437, 254, 5, 13076849, 7830159812, 5183831861, 10, 73, 4335811062, 0, 50.975, 36.875, 45.41, 47.64, 2, 0
1, 0, 11309165, 582, 434, 0, 13316613, 7865860718, 5202978924, 7, 56, 4342010650, 0, 51.26, 37.24, 45.745, 47.82, 2, 0
1, 0, 11615640, 247, 175, 5, 13475864, 7861753683, 5216732956, 30, 96, 4356680529, 0, 50.14, 36.505, 45.13, 46.82, 2, 0
1, 0, 11235543, 460, 219, 10, 13079898, 7820220730, 5178203097, 4, 107, 4331067657, 0, 50.895, 37.035, 45.91, 48.025, 2, 0
1, 0, 11583456, 242, 150, 5, 13559881, 7858836851, 5213793347, 6, 87, 4355775691, 0, 50.525, 36.93, 45.535, 47.72, 2, 0
1, 0, 11607117, 267, 75, 5, 13614406, 7852069413, 5206059114, 3, 66, 4355283953, 0, 50.105, 36.27, 45.065, 46.845, 2, 0
1, 0, 11333172, 526, 225, 0, 12912394, 7579266378, 4883573601, 7, 33, 4244508219, 0, 51.145, 36.685, 45.51, 47.715, 2, 0
1, 0, 11637547, 650, 429, 0, 13759870, 7884796850, 5220984648, 4, 40, 4363862541, 0, 50.73, 37.005, 45.725, 47.605, 2, 0
1, 0, 11619666, 1021, 638, 5, 13686532, 7851937941, 5218126609, 3, 57, 4364097320, 0, 50.56, 36.785, 45.155, 46.875, 2, 0
