1,  0,  3918,  5874,  5718,  25,  9406,  3937154088,  9491373697,  7,  3,  2888070530,  0,  26079.2,  50.575,  49.96,  56.765,  4,  1
0,  1,  26350,  2657,  25,  0,  39715,  9789780013,  10597558702,  10,  2545,  7228021980,  0,  42.375,  38.625,  38.315,  39.925,  4,  1
0,  1,  72149,  13810,  5260,  265,  106881,  22959277368,  25217845036,  17,  8466,  16931257635,  0,  776.915,  953.065,  48.18,  54.575,  10,  1
0,  1,  42641,  21588,  11226,  684,  75192,  28301502400,  33675731170,  141,  9332,  20914904964,  0,  8504.78,  8418.08,  399.89,  385.185,  14,  1
0,  1,  69980,  7408,  358,  110,  99271,  18907015213,  20734646728,  13,  6845,  13927868470,  0,  117.31,  69.575,  62.57,  63.44,  8,  1
1,  0,  5798,  8685,  8397,  265,  14855,  4649504988,  14234397114,  20,  49,  3419547388,  0,  31484.5,  50.185,  49.245,  61.405,  6,  1
1,  0,  9458,  14249,  14041,  75,  24573,  5329566684,  23615566444,  3,  33,  3920898670,  0,  36128.2,  52.33,  51.1,  65.94,  10,  1
0,  1,  20613,  42759,  29099,  1952,  63484,  29536709054,  47329349069,  608,  10175,  21761013985,  0,  20090.1,  19517.4,  19537,  21851.9,  20,  1
1,  0,  27246,  16663,  15555,  134,  47046,  10247935287,  33665088616,  29,  467,  7543100422,  0,  36602.8,  59.405,  42.065,  66.52,  14,  1
1,  0,  18162,  22366,  18897,  424,  40464,  13131336357,  37883144068,  438,  1454,  9653202792,  0,  36620.4,  6273.24,  46.305,  67.5,  16,  1
0,  1,  69751,  18010,  7305,  163,  104520,  27202310758,  29370636334,  19,  10427,  20098684516,  0,  486.45,  733.8,  576.3,  208.745,  12,  1
0,  1,  24127,  34368,  20293,  2033,  58595,  31033612945,  42698383069,  319,  10265,  22897336095,  0,  21068.3,  20801.9,  3543.18,  6200.34,  18,  1
0,  1,  20916,  44640,  32279,  2780,  66610,  26182666176,  51955213109,  430,  8957,  19297809133,  0,  28835.8,  28605.2,  18451,  18472,  22,  1
1,  0,  7263,  11748,  11176,  400,  20034,  5124304589,  18958986250,  18,  60,  3765537152,  0,  34721.1,  51.125,  48.98,  64.475,  8,  1
1,  0,  16965,  29191,  26033,  1433,  47651,  10324490672,  45880471345,  492,  811,  7569191755,  0,  36613.1,  34392.8,  61.695,  78.395,  20,  1
1,  0,  19320,  34439,  31608,  1503,  54664,  10767862365,  52069888133,  218,  417,  7899594360,  0,  36599.6,  35992.4,  53.96,  62.705,  22,  1
0,  1,  23942,  24766,  12376,  1331,  50218,  30860729858,  38097107692,  289,  10893,  22768422035,  0,  7021.16,  6413.06,  5515.14,  7386.55,  16,  1
1,  0,  17490,  25978,  23704,  1437,  43171,  10488339393,  42513230254,  85,  265,  7711764177,  0,  36587.9,  29509.1,  68.21,  73.01,  18,  1
1,  0,  11144,  18300,  18069,  379,  30958,  5434231318,  28388812539,  17,  45,  3975463889,  0,  36597.2,  52.445,  57.815,  58.025,  12,  1
0,  1,  51431,  4955,  114,  145,  71073,  14514844955,  15815969679,  3,  4757,  10694152459,  0,  60.805,  51.305,  40.825,  50.78,  6,  1
