1, 0, 5562708, 31027206, 31034094, 4308, 36594504, 26045787282, 81613765548, 0, 198, 382974, 4021.39, 45.855, 50.435, 58.79, 6, -1
0, 1, 6966924, 66393678, 66628596, 7980, 74004642, 10129650822, 32356715256, 1566, 70758, 2003, 4277.52, 75.545, 68.27, 107.23, 6, -1
0, 1, 7231830, 69324624, 70346106, 2184, 77808132, 9218622156, 30231912942, 1242, 83736, 562, 3641.1, 96.925, 72.315, 286.07, 6, -1
0, 1, 6692256, 63666132, 62605194, 4794, 70110294, 8910207630, 28957506714, 13374, 169704, 396, 3495.61, 112.48, 82.115, 358.655, 6, -1
0, 1, 5062404, 45260250, 44552694, 9834, 54021120, 12530273238, 28871941194, 61416, 789732, 6769, 3102.17, 689.275, 277.975, 523.645, 6, -1
0, 1, 4708080, 28018824, 9013992, 5611896, 35648406, 4411764060, 14894696394, 2065626, 11183004, 242693, 2729.51, 896.335, 417.525, 746.86, 6, -1
0, 1, 4886082, 24372066, 7771386, 4997574, 30976140, 3476701398, 12798546624, 1662606, 9582570, 229910, 2550.99, 1050.43, 424.055, 759.785, 6, -1
0, 1, 5262510, 22129542, 6619002, 5386926, 30825882, 3326602014, 11968071876, 1438794, 8882658, 222745, 2552.5, 1197.98, 474.69, 487.345, 6, -1
0, 1, 19482138, 30643524, 9560172, 6583038, 46181058, 7193141358, 16179977250, 1869300, 11132442, 235468, 2466.95, 1415.22, 568.885, 409.1, 6, -1
0, 1, 4252884, 2259072, 522264, 117540, 6859200, 74009835378, 30553658064, 295326, 1450692, 0, 1739.9, 805.695, 206.81, 232.955, 6, -1
