0, 1, 0.00560233, 0.000443217, 0, 0.0852156, 0.0063229, 0.152915, 0.00439513, 0, 0.945585, 6837, 49.185, 38.945, 39.115, 40.46, 11, 0.073313, 0.0053748, 0, 0, 0.0438647, 0.00192411, 0.945585, 0.894131, 0, 0
0, 1, 0.00119092, 0.000117205, 0, 0.00394897, 0.00156372, 2.24914, 0.0280875, 0, 0.649757, 2161, 47.305, 37.37, 37.43, 38.815, 11, 0.0895977, 0.00802775, 0, 0, 0.163453, 0.0267167, 0.649757, 0.422184, 0, 0
0, 1, 0.00332928, 0.000153714, 0.392185, 0, 0.00223875, 1.51101, 0.0134861, 0, 1.06223, 2165, 44.915, 37.52, 37.525, 38.755, 11, 0.0441327, 0.00194769, 1, 1, 0, 0, 1.06223, 1.12833, 0.0441327, 0
0, 1, 0.00397357, 0.000366719, 0, 0.0059415, 0.00441923, 0.129975, 0.00596642, 0, 1.06947, 2167, 46.535, 37.78, 37.76, 39.245, 11, 0.0844918, 0.00713887, 0, 0, 0.0178632, 0.000319095, 1.06947, 1.14377, 0, 0
0, 1, 0.000955715, 8.17206e-05, 0.00529532, 0, 0.00165751, 1.10603, 0.0300414, 0.001222, 0.991039, 2163, 46.505, 37.36, 37.34, 38.79, 11, 0.0787717, 0.00620499, 1, 1, 0.374101, 0.139952, 0.992261, 0.984581, 0.0787717, 0
0, 1, 0.00345662, 0.000204346, 0.217303, 0.00731113, 0.00245938, 1.25208, 0.0120482, 0, 0.951665, 2162, 47.35, 37.86, 37.615, 39.215, 11, 0.0558175, 0.0031156, 0.96745, 0.93596, 0, 0, 0.951665, 0.905667, 0.0540007, 0
0, 1, 0.00562418, 0.000517259, 0, 0.00168138, 0.00564462, 0.156529, 0.00459925, 0, 0.936948, 2165, 46.635, 37.595, 37.94, 39.405, 11, 0.0842243, 0.00709374, 0, 0, 0, 0, 0.936948, 0.877872, 0, 0
0, 1, 0.00122181, 9.52276e-05, 0.00398406, 0.00796813, 0.00194144, 0.916705, 0.0237221, 0, 1.01726, 2167, 45.695, 37.82, 37.74, 39.23, 11, 0.0723042, 0.0052279, 0.333333, 0.111111, 0.321615, 0.103437, 1.01726, 1.03483, 0.0241014, 0
0, 1, 0.00427795, 0.000423857, 0.00380068, 0, 0.00482209, 0.12753, 0.00558679, 0, 1.06672, 2165, 46.11, 37.38, 37.525, 38.81, 11, 0.0901477, 0.00812661, 1, 1, 0.0249443, 0.000622219, 1.06672, 1.1379, 0.0901477, 0
0, 1, 0.00370983, 0.000189239, 0.0214912, 0.00219298, 0.0034957, 1.19611, 0.0120482, 0, 1.03158, 2160, 45.63, 38.05, 38.025, 39.655, 11, 0.0485344, 0.00235559, 0.907407, 0.823388, 0, 0, 1.03158, 1.06416, 0.0440405, 0
0, 1, 0.00140138, 0.00014409, 0.00991988, 0.00457841, 0.0025481, 1.23436, 0.01819, 0, 1.02213, 2166, 45.055, 37.605, 37.485, 38.85, 11, 0.0932342, 0.00869262, 0.684211, 0.468144, 0.393484, 0.15483, 1.02213, 1.04475, 0.0637918, 0
0, 1, 0.0060726, 0.000594978, 0, 0, 0.0062549, 0.161848, 0.0043884, 0, 0.991574, 2166, 44.65, 36.655, 36.86, 38.145, 11, 0.0892344, 0.00796279, 0, 0, 0, 0, 0.991574, 0.983219, 0, 0
0, 1, 0.00405415, 0.000257143, 0.00983607, 0.00182149, 0.00454501, 0.917112, 0.010675, 0.0010929, 1.02623, 2165, 44.715, 37.37, 37.24, 38.745, 11, 0.0596441, 0.00355742, 0.84375, 0.711914, 0.0514242, 0.00264445, 1.02732, 1.05539, 0.0503247, 0
0, 1, 0.00252515, 0.000179775, 0.00171057, 0, 0.0027882, 1.32894, 0.0162592, 0.00102634, 0.988368, 2162, 45.795, 37.115, 37.175, 38.605, 11, 0.066462, 0.0044172, 1, 1, 0.0298672, 0.00089205, 0.989394, 0.978901, 0.066462, 0
0, 1, 0.00445476, 0.000500407, 0.00335696, 0.00522193, 0.00526632, 0.827103, 0.00535763, 0, 1.02499, 2164, 44.695, 36.875, 37, 38.28, 11, 0.100987, 0.0101984, 0.391304, 0.153119, 0.059082, 0.00349069, 1.02499, 1.05061, 0.0395166, 0
0, 1, 0.00512934, 0.000562924, 0.0052592, 0.00150263, 0.00586947, 0.156608, 0.00472888, 0.00112697, 1.01427, 2167, 47.025, 39.525, 39.545, 40.775, 11, 0.0988929, 0.00977981, 0.777778, 0.604938, 0.0301917, 0.000911537, 1.0154, 1.03104, 0.0769167, 0
0, 1, 0.00526731, 0.000617777, 0.00172533, 0.00172533, 0.00574524, 0.205611, 0.00469101, 0, 0.97619, 2165, 45.155, 36.745, 36.895, 38.125, 11, 0.104973, 0.0110194, 0.5, 0.25, 0, 0, 0.97619, 0.952948, 0.0524867, 0
0, 1, 0.00517524, 0.000582772, 0, 0.00337458, 0.00598789, 0.170985, 0.0045764, 0, 0.991001, 2160, 45.275, 37.905, 37.73, 39.135, 11, 0.101211, 0.0102436, 0, 0, 0.03839, 0.00147379, 0.991001, 0.982083, 0, 0
