1, 0, 3184025, 844, 145, 122, 82576014, 3173849175, 26235004621, 30, 862, 0, 52.45, 38.125, 45.79, 47.495, 11
1, 0, 3125484, 1027, 89, 153, 83003477, 3192323981, 26283382943, 21, 564, 0, 52.615, 37.945, 45.835, 47.49, 11
1, 0, 3121084, 1011, 68, 144, 83263651, 3212023690, 26301890573, 9, 676, 0, 52.75, 38.205, 46.245, 47.785, 11
1, 0, 3136211, 1065, 81, 81, 81790357, 3121952369, 25935831596, 27, 745, 0, 52.83, 38.45, 46.48, 48.115, 11
1, 0, 3161072, 728, 77, 44, 82370877, 3191775155, 26339305809, 36, 671, 0, 52.99, 38.24, 46.26, 47.79, 11
1, 0, 3100920, 661, 86, 148, 83391130, 3200662581, 26283132832, 21, 623, 0, 53.21, 38.22, 46.175, 47.92, 11
1, 0, 3130752, 942, 88, 180, 82691352, 3171303003, 26252318986, 12, 568, 0, 52.9, 37.82, 45.76, 47.455, 11
1, 0, 3174501, 1023, 88, 95, 82096980, 3185617527, 26237180893, 33, 707, 0, 53.28, 37.995, 46.125, 47.83, 11
1, 0, 3153107, 843, 83, 62, 82648268, 3179831950, 26153753264, 48, 637, 0, 52.98, 37.875, 46.03, 47.49, 11
1, 0, 3133212, 750, 71, 41, 82205646, 3178603961, 26321866394, 60, 593, 0, 52.92, 37.99, 46.24, 47.785, 11
1, 0, 3189780, 821, 73, 237, 82395579, 3179219364, 26296599631, 27, 602, 0, 52.525, 38.075, 46.16, 47.535, 11
1, 0, 3147945, 1106, 71, 104, 82806557, 3169318101, 26255838239, 57, 593, 0, 52.66, 38.145, 46.545, 48.075, 11
1, 0, 3139910, 791, 80, 95, 81829198, 3174974613, 26258094182, 63, 628, 0, 52.565, 38.305, 46.325, 47.88, 11
1, 0, 3172020, 870, 81, 49, 82663335, 3174975762, 26188706964, 60, 642, 0, 53.47, 38.33, 46.425, 48.155, 11
1, 0, 3173859, 769, 77, 150, 83221149, 3200693979, 26270506616, 33, 495, 0, 52.585, 38.14, 46.19, 47.78, 11
1, 0, 3292559, 1009, 171, 215, 86630955, 3276500046, 28711341752, 72, 743, 0, 52.71, 38.85, 46.485, 47.845, 12
1, 0, 3251635, 1301, 66, 76, 86891475, 3317411945, 28654968892, 18, 701, 0, 52.51, 38.945, 46.485, 48.14, 12
1, 0, 3269925, 899, 162, 50, 86455860, 3273438508, 28527729435, 24, 788, 0, 52.595, 39.205, 46.97, 48.36, 12
