1, 0, 1007373761, 137746944, 32284932, 87046387, 868794, 1656449, 960279, 6097873, 7, 20, 0
1, 0, 1030536901, 136846209, 33199806, 87478103, 865397, 1701243, 992899, 6221993, 0, 20, 0
1, 0, 1059666414, 135105362, 31971668, 88822705, 812361, 1672739, 962498, 6278736, 0, 20, 0
1, 0, 1061992749, 138794788, 32360314, 88366832, 878305, 1693469, 971583, 6219878, 0, 20, 0
1, 0, 1025484976, 139602088, 32057730, 85042698, 760663, 1716859, 922244, 5933456, 0, 20, 0
1, 0, 1047301391, 137943153, 32230269, 86277759, 742330, 1717695, 850408, 5731203, 0, 20, 0
1, 0, 1051046870, 138303389, 32912339, 87786153, 755659, 1686891, 932977, 5911773, 0, 20, 0
1, 0, 983197528, 133511921, 33166729, 85063172, 912506, 1640758, 979596, 6189751, 0, 20, 0
1, 0, 1020937901, 136760382, 33207973, 87215330, 983973, 1703767, 1005080, 6495583, 0, 20, 0
1, 0, 1007350390, 138853509, 33564413, 88397132, 957804, 1700610, 1024017, 6504715, 0, 20, 0
1, 0, 1009876711, 140222797, 34073218, 89895281, 968426, 1772353, 1027700, 6702123, 0, 20, 0
1, 0, 996069455, 133481514, 33818242, 89140989, 934836, 1684244, 974641, 6367931, 0, 20, 0
1, 0, 1020213934, 136004052, 34111281, 90920138, 925593, 1640168, 962602, 6272924, 0, 20, 0
1, 0, 1010452253, 138764265, 33105421, 90171823, 894254, 1743717, 954182, 6418285, 0, 20, 0
1, 0, 1019589456, 136875603, 32517177, 89731091, 922632, 1728318, 987953, 6497559, 0, 20, 0
1, 0, 1009809151, 137979316, 32825990, 86436318, 969691, 1683262, 1007275, 6476097, 0, 20, 0
1, 0, 1043061785, 144452810, 31333400, 89734021, 1677929, 616778, 877248, 6073080, 1, 21, 0
1, 0, 1051434549, 141674682, 31370579, 90801963, 1739467, 641829, 864431, 6091400, 0, 21, 0
1, 0, 1074134873, 143267926, 31172319, 91342458, 1751894, 611871, 901862, 5768505, 12, 21, 0
1, 0, 1103766655, 146919476, 30635833, 95392028, 557870, 1644638, 793231, 5533279, 0, 21, 0
1, 0, 1077686313, 146342160, 31850411, 94040699, 582093, 1638239, 807942, 5520676, 0, 21, 0
1, 0, 1037060459, 141699065, 31478295, 88770036, 706678, 1666842, 884836, 6039079, 0, 21, 0
1, 0, 1050189486, 142205229, 32042070, 93713630, 722063, 1631132, 901704, 6245554, 0, 21, 0
1, 0, 1049228427, 142383114, 31898357, 93852097, 720720, 1667620, 887407, 6135668, 0, 21, 0
1, 0, 1032567596, 139589580, 32100668, 91325490, 699157, 1580678, 882144, 5920475, 0, 21, 0
1, 0, 1038910334, 141129307, 30704639, 89282914, 650065, 1436629, 801307, 5577909, 0, 21, 0
1, 0, 1078296780, 142253216, 31629806, 95949411, 643997, 1640243, 859744, 5984749, 0, 21, 0
1, 0, 1093202445, 144422213, 31693952, 92292563, 655678, 1664369, 845926, 5716150, 0, 21, 0
1, 0, 1072600922, 144171411, 31534181, 95063308, 596110, 1643734, 826812, 5745223, 0, 21, 0
1, 0, 1030064537, 141649275, 31122415, 93048402, 665817, 1663279, 851476, 5762763, 0, 21, 0
1, 0, 1067100269, 142684043, 31249500, 93723314, 672665, 1663746, 835165, 5650343, 0, 21, 0
1, 0, 1080239076, 143274104, 31143949, 93703419, 662328, 1648754, 823897, 5781758, 0, 21, 0
1, 0, 1082822441, 144289362, 30470167, 95164799, 562740, 1643162, 794975, 5741867, 0, 21, 0
1, 0, 1071609844, 149357372, 39344553, 96949503, 1917847, 1119407, 1254467, 7816658, 11, 22, 0
1, 0, 1089239304, 150868232, 38696345, 93960387, 1831553, 1145782, 1236899, 7285020, 0, 22, 0
1, 0, 1085104168, 149354609, 38662712, 98846762, 1867422, 1120409, 1263879, 7268630, 0, 22, 0
1, 0, 1061813812, 147371219, 38594523, 92141873, 1815823, 1168270, 1300150, 7281387, 0, 22, 0
1, 0, 1106548552, 149445994, 39183933, 94604730, 1758429, 1167144, 1210403, 7212035, 0, 22, 0
1, 0, 1107618366, 147108160, 39726130, 96821208, 1869600, 1125607, 1251907, 7225963, 0, 22, 0
1, 0, 1094859629, 147359108, 38238576, 94551397, 1805137, 1199473, 1259404, 7534387, 0, 22, 0
1, 0, 1052539287, 144341178, 38820185, 92809458, 1847272, 1159234, 1234405, 7287366, 0, 22, 0
1, 0, 1023820776, 142248548, 37910455, 94154964, 1837939, 1162714, 1244073, 7113980, 0, 22, 0
1, 0, 1056945651, 144265306, 38645670, 92516862, 1865563, 1228256, 1202877, 6905924, 0, 22, 0
1, 0, 1087584028, 149579683, 39700158, 96639028, 1812365, 1294348, 1290089, 7405113, 0, 22, 0
1, 0, 1069388083, 149115788, 39180794, 94306794, 1767726, 1177347, 1225200, 7444094, 0, 22, 0
1, 0, 1058178156, 147249373, 38793922, 92473231, 1835437, 1169081, 1235416, 7288086, 0, 22, 0
1, 0, 1114418890, 146505414, 39191165, 94751512, 1843806, 1181324, 1296007, 7425370, 0, 22, 0
1, 0, 1087866781, 150306266, 39626161, 96617805, 1876012, 1253694, 1244473, 7388658, 0, 22, 0
1, 0, 1064353517, 148657134, 38009761, 94359273, 1765444, 1197352, 1254788, 7433557, 0, 22, 0
1, 0, 1047274680, 145140688, 37236288, 93439816, 1729813, 1228666, 1294355, 7195270, 0, 22, 0
0, 1, 671728181, 89776243, 40289643, 53944800, 911725, 2905586, 1700301, 5352786, 24, 20, 0
0, 1, 675889456, 88465804, 39353626, 53662155, 677917, 2940249, 1631325, 5066299, 0, 20, 0
0, 1, 692709364, 90269943, 40077881, 52971268, 681185, 2852524, 1554819, 5044863, 0, 20, 0
0, 1, 689280201, 88551202, 39786807, 52732023, 684778, 2720931, 1464281, 4970101, 0, 20, 0
0, 1, 658406260, 89745843, 40928332, 54988912, 1023206, 2814232, 1696950, 5480326, 0, 20, 0
0, 1, 672755404, 89843361, 41247172, 56070943, 1033585, 2796224, 1766109, 5754382, 0, 20, 0
0, 1, 685231951, 91683305, 40289671, 55743131, 1049765, 2696343, 1660887, 5477081, 0, 20, 0
0, 1, 701425741, 91794726, 41260043, 55323120, 1037350, 2615912, 1625203, 5561718, 0, 20, 0
0, 1, 674086591, 91141403, 41244910, 55868703, 1008395, 2857101, 1755700, 5552385, 0, 20, 0
0, 1, 670542625, 90350798, 40018522, 55645250, 1030434, 2793442, 1689019, 5630249, 0, 20, 0
0, 1, 672582912, 92857707, 40797773, 54140062, 1101870, 2746852, 1656312, 5460893, 0, 20, 0
0, 1, 696855385, 90778543, 40571803, 54252391, 1108937, 2762467, 1657445, 5360724, 0, 20, 0
0, 1, 684936603, 90971293, 41319784, 56052805, 1079474, 2821502, 1738820, 5649646, 0, 20, 0
0, 1, 656128485, 90833286, 41086684, 54856243, 1125329, 2723419, 1728284, 5493308, 0, 20, 0
0, 1, 681908114, 91448319, 40175847, 54296632, 830492, 2732288, 1635555, 5219396, 0, 20, 0
0, 1, 684775270, 89011991, 39670317, 54034513, 927476, 2634693, 1633190, 5335705, 0, 20, 0
0, 1, 673268735, 90657338, 40545383, 54131489, 1011252, 2787747, 1652346, 5483712, 0, 20, 0
0, 1, 680463499, 89309676, 39957271, 52842407, 880986, 2697197, 1645801, 5092896, 15, 21, 0
0, 1, 676046454, 88110219, 41036679, 55363377, 985187, 2663079, 1730660, 5118206, 0, 21, 0
0, 1, 663288281, 89384155, 40418766, 54281728, 1084147, 2619543, 1760288, 5304496, 0, 21, 0
0, 1, 676956153, 89246782, 39964789, 53398916, 1083073, 2477793, 1776214, 5046346, 0, 21, 0
0, 1, 678058402, 87511777, 38462736, 52674747, 1048507, 2590168, 1605359, 4943101, 0, 21, 0
0, 1, 686255844, 88293506, 38599032, 50625433, 1045340, 2606843, 1593088, 4764637, 0, 21, 0
0, 1, 651446622, 89078551, 39501583, 54271198, 955875, 2793018, 1760374, 5491551, 0, 21, 0
0, 1, 684058051, 89783379, 42593245, 55613620, 987166, 2975752, 1815890, 5569273, 0, 21, 0
0, 1, 671768288, 90545895, 40781165, 55083339, 1038981, 2783034, 1750776, 5567256, 0, 21, 0
0, 1, 675602027, 90650797, 41097631, 54745258, 1042713, 2815422, 1716558, 5394323, 0, 21, 0
0, 1, 655704935, 88068059, 39670303, 53395502, 1058302, 2467016, 1607401, 5070070, 0, 21, 0
0, 1, 669676423, 88466073, 40933649, 55342500, 1103485, 2395098, 1598005, 5300638, 0, 21, 0
0, 1, 689516554, 88602637, 41074205, 53761341, 1065190, 2373164, 1548998, 4954072, 0, 21, 0
0, 1, 667050533, 89554820, 39623029, 53449661, 1059068, 2532418, 1621610, 5092549, 0, 21, 0
0, 1, 658673592, 89668402, 40799985, 54678676, 946097, 2764339, 1725923, 5412626, 0, 21, 0
0, 1, 687231974, 90056681, 41134962, 54063977, 999169, 2682323, 1744347, 5486860, 0, 21, 0
0, 1, 691031328, 89085593, 39582565, 53611702, 1133973, 2468390, 1560719, 5274688, 0, 21, 0
0, 1, 796381270, 102135317, 46809679, 62146888, 1085310, 2985169, 1957883, 5929560, 17, 22, 0
0, 1, 811360920, 102561424, 44161358, 60860702, 1051824, 2708003, 1819906, 5592147, 0, 22, 0
0, 1, 800593973, 100052032, 45245285, 61760223, 1140977, 2644039, 1718995, 5694183, 0, 22, 0
0, 1, 789818469, 101747929, 46236180, 61663476, 1064733, 2853748, 1822941, 5993655, 0, 22, 0
0, 1, 757261189, 99818169, 46198897, 61710375, 890138, 3064461, 1938060, 5922915, 0, 22, 0
0, 1, 751774330, 100936937, 46684703, 61907208, 950554, 3096025, 1974917, 6048740, 0, 22, 0
0, 1, 759059408, 102764153, 46417031, 63281113, 859173, 3234590, 1914246, 5947941, 0, 22, 0
0, 1, 748125087, 100275263, 45323032, 60267838, 952285, 3206623, 1918269, 5781193, 0, 22, 0
0, 1, 759098858, 100725846, 45792122, 62237810, 989445, 3330215, 1912079, 5885494, 0, 22, 0
0, 1, 759088530, 101850785, 44763382, 61089636, 884236, 3150200, 1880323, 5795591, 0, 22, 0
0, 1, 776695630, 101037688, 44846488, 61751267, 879418, 3177410, 1861802, 5652882, 0, 22, 0
0, 1, 753348473, 100627978, 45151001, 60496803, 956690, 3098886, 1922407, 5879287, 0, 22, 0
0, 1, 751755775, 103814770, 47425438, 62528464, 1039839, 3139226, 1930831, 5953115, 0, 22, 0
0, 1, 753206061, 99446921, 45542007, 60724359, 1048031, 2797402, 1777547, 5710188, 0, 22, 0
0, 1, 778811130, 100047693, 45901448, 60605253, 919805, 2990396, 1744990, 5318996, 0, 22, 0
0, 1, 763344979, 102470998, 46229510, 60986072, 989983, 3041006, 1811286, 5614602, 0, 22, 0
0, 1, 747864456, 100530828, 45755535, 60462528, 1005448, 2898858, 1913245, 5962139, 0, 22, 0
1, 0, 21498162009, 5530265162, 61762431, 665309195, 7604678, 10477528, 2284880, 12520774, 1488, 20, 0
1, 0, 19804075227, 5280582950, 65859153, 646103002, 7039563, 9687323, 2356558, 12103579, 0, 20, 0
1, 0, 19921820346, 5153695336, 64972517, 668057197, 7155176, 9134684, 2300774, 11906445, 0, 20, 0
1, 0, 20267454091, 5379751564, 64164391, 653956523, 6811170, 9470773, 2169692, 11909721, 0, 20, 0
1, 0, 20256309080, 5295882614, 65364842, 669889747, 7402240, 9667840, 2514036, 14043872, 0, 20, 0
1, 0, 26275631674, 6479152722, 49407580, 649843761, 5189675, 6452054, 1050707, 11479659, 0, 20, 0
1, 0, 20382125596, 5353782644, 66165125, 656373149, 7211850, 9520926, 2293936, 13943547, 0, 20, 0
1, 0, 20422511623, 5287319659, 63822019, 655522318, 6734167, 9778001, 2438733, 13312800, 0, 20, 0
1, 0, 19527536647, 5182063864, 70622492, 659536384, 7735067, 11224082, 2595862, 14578290, 0, 20, 0
1, 0, 21197465424, 5419987950, 65856092, 677854199, 7234803, 10487885, 2543733, 14843266, 0, 20, 0
1, 0, 22912372185, 5939748601, 56071775, 675229377, 5790296, 8240817, 1587123, 12074984, 0, 20, 0
1, 0, 23640848408, 6038804403, 58142650, 656701675, 6099873, 7695386, 1929160, 9683977, 0, 20, 0
