1, 0, 22784460688, 9439784622, 707, 1845895, 209, 10, 496, 98, 36110, 4, 0
0, 1, 19374793055, 7971910494, 1358628, 1564180, 10398, 31564, 54065, 474980, 102284, 4, 0
1, 0, 33941698328, 13885683554, 1314, 4458980, 2540, 1404, 55, 72, 318937, 8, 0
0, 1, 19556386659, 7858695696, 1684504, 2378096, 22287, 62981, 91566, 516882, 238747, 8, 0
1, 0, 31411647474, 12764271032, 1472, 4610756, 359, 864, 1412, 976, 388212, 12, 0
0, 1, 19857149687, 7885433308, 1865262, 2758652, 27874, 66474, 100156, 538555, 268428, 12, 0
1, 0, 27930478357, 11029362647, 1417, 4257410, 8688, 8760, 13160, 4794, 364066, 20, 0
0, 1, 21377982516, 8636818542, 2310005, 3580817, 37347, 87666, 150844, 729778, 330652, 20, 0
1, 0, 21667021110, 8986618562, 3060037, 6109046, 88724, 88028, 17722, 956, 58044, 4, 0
0, 1, 18492683459, 7619606741, 1287713, 5441825, 8980, 13988, 44208, 464618, 102740, 4, 0
1, 0, 33661958855, 13433622938, 7666068, 13070434, 240404, 199969, 841, 157, 317314, 8, 0
0, 1, 19367079333, 7854658170, 1897571, 7696001, 24670, 49080, 89336, 535249, 241916, 8, 0
1, 0, 30565472470, 12185952582, 8713365, 13826190, 284296, 236083, 1958, 652, 376646, 12, 0
0, 1, 18806319316, 7594110205, 4434217, 8710120, 112274, 132899, 94904, 533286, 260478, 12, 0
1, 0, 26364163566, 10436255881, 9221164, 14395252, 234892, 177792, 11172, 5938, 341340, 20, 0
0, 1, 18538105188, 7390997160, 7907959, 9591206, 223302, 239615, 110804, 577691, 273070, 20, 0
1, 0, 23228192303, 9623561275, 3716460, 6053746, 123598, 110517, 37, 240, 31366, 4, 0
0, 1, 18470597407, 7461367939, 1335004, 5283054, 10382, 17093, 48517, 404711, 100384, 4, 0
1, 0, 32526199273, 12979228976, 7451149, 12733680, 219998, 178632, 3193, 230, 319311, 8, 0
0, 1, 19249391624, 7659779740, 6240026, 1098334659, 172265, 179124, 93632, 501378, 236733, 8, 0
1, 0, 30560943370, 12023122775, 8409178, 13546443, 255843, 203562, 252, 71, 373862, 12, 0
0, 1, 18906397867, 7567408340, 7491492, 8836186, 189320, 195333, 103200, 530977, 260831, 12, 0
1, 0, 26294556783, 10374412997, 9101697, 13952257, 221113, 168748, 12882, 3921, 340824, 20, 0
0, 1, 19757860666, 7791489823, 8523437, 10226800, 229728, 239460, 127056, 622340, 292794, 20, 0
1, 0, 24172702216, 9915791836, 792, 1726458, 232, 10, 105, 118, 22749, 4, 0
0, 1, 19272618993, 7971609376, 1380041, 1621500, 9090, 33744, 57856, 448208, 100121, 4, 0
1, 0, 34203127574, 13755231050, 860, 4563508, 117, 1453, 1906, 78, 319592, 8, 0
0, 1, 19729888320, 7970651715, 1747935, 2439382, 19405, 68770, 100969, 564572, 240900, 8, 0
1, 0, 31449387408, 12429604566, 1192, 4603019, 231, 160, 48, 67, 385790, 12, 0
