1,  0,  1944980,  15786589,  2078849,  1663,  33447241,  1321057217,  50137511659,  2221001,  9819292,  851545709,  0,  57.28,  10459.1,  38.775,  49.085,  21,  0
1,  0,  1747007,  14739207,  1910039,  1464,  31591077,  1269934531,  45371987269,  2081733,  9160926,  821115131,  0,  55.945,  10097.3,  38.17,  47.505,  19,  0
1,  0,  685413,  466,  70,  299,  43629891,  2084823373,  9557045137,  10,  325,  1365729971,  0,  69.53,  40.115,  48.99,  47.515,  4,  0
1,  0,  461451,  599,  25,  3339,  29167938,  1630224595,  7371080376,  17,  464,  1062843447,  0,  58.29,  38.475,  46.035,  47.185,  3,  0
1,  0,  3254557,  864,  110,  911,  83723892,  3214048717,  26341126906,  25,  639,  2083368552,  0,  53.875,  39.115,  46.585,  48.71,  11,  0
1,  0,  1683388,  14534441,  1861266,  1500,  31751740,  1277294034,  43001763358,  2081538,  8977000,  826035649,  0,  57.69,  9883.98,  40.805,  49.04,  18,  0
1,  0,  2724372,  893,  80,  746,  76702051,  3018488986,  21500125685,  26,  515,  1962863867,  0,  52.475,  38.15,  45.45,  47.25,  9,  0
1,  0,  1610235,  13765495,  1697360,  1411,  33962839,  1361347866,  38192777546,  1890493,  8343952,  882252026,  0,  55.61,  9180.06,  38.705,  47.7,  16,  0
0,  1,  403859,  14988760,  1123686,  1318,  18583533,  849513599,  40584216951,  3799430,  7005878,  547372282,  0,  12398.5,  39.17,  46.885,  49.74,  17,  0
0,  1,  149907,  12519533,  1069148,  7642,  14358415,  703580801,  18511556281,  2799195,  5977991,  450553298,  0,  54.14,  45.625,  9308.38,  38.89,  7,  0
1,  0,  1641697,  9845163,  920420,  2681,  42709135,  1702408489,  33951791596,  1126165,  6107668,  1104827659,  0,  54.875,  6720.93,  38.4,  47.375,  14,  0
0,  1,  228299,  14153357,  1232225,  9091,  16854718,  790885752,  25328590401,  3202291,  6745277,  508246589,  0,  10698.6,  46.14,  38.54,  49.26,  10,  0
0,  1,  88064,  9743048,  618311,  5318,  10869786,  580782082,  13218055147,  2137324,  4745374,  374733904,  0,  53.535,  37.575,  45.635,  7215.45,  5,  0
0,  1,  313121,  14957809,  1270759,  7954,  18096363,  846646569,  31572255505,  3474249,  6991261,  544363197,  0,  11682.3,  39.55,  48.965,  50.105,  13,  0
0,  1,  255680,  15010411,  1279979,  9705,  17937326,  835586771,  27411656647,  3385194,  7025424,  535528043,  0,  57.025,  45.77,  11188.6,  39.95,  11,  0
0,  1,  362583,  15324446,  1210140,  3187,  18722235,  855753204,  36019905688,  3765855,  7119535,  552250400,  0,  12149.1,  46.97,  46.945,  40.985,  15,  0
0,  1,  43152,  8683411,  692123,  3233,  8707536,  517367440,  10623532485,  1904579,  4296018,  336596815,  0,  6313.3,  37.52,  37.43,  38.93,  4,  0
0,  1,  45563,  4128035,  439040,  1826,  4174284,  678571220,  5305939019,  874471,  2505183,  450458433,  0,  42.795,  3695.35,  36.39,  39.13,  2,  0
1,  0,  1767972,  14696027,  1817468,  1839,  31517951,  1265436849,  52511393613,  2126339,  9300056,  817014365,  0,  59.09,  10356.8,  39.16,  49.515,  22,  0
1,  0,  1119816,  471,  55,  447,  49817220,  2225345141,  11935613684,  16,  313,  1439713482,  0,  53.58,  38.885,  46.715,  47.73,  5,  0
0,  1,  199959,  13685862,  1050500,  8941,  15999032,  764869429,  23300800469,  3080060,  6380999,  492232067,  0,  3177.43,  7152.34,  45.815,  48.945,  9,  0
1,  0,  2145664,  747,  65,  700,  71399143,  2907813654,  19111880480,  13,  539,  1905727070,  0,  51.835,  38.225,  45.31,  47.335,  8,  0
1,  0,  1707356,  14251574,  1665650,  1798,  30817623,  1240323542,  57292563394,  1981654,  9093741,  798760800,  0,  10258.3,  48.47,  39.26,  49.625,  24,  0
0,  1,  337189,  15130796,  1256621,  6392,  18443463,  848120577,  33715683718,  3590103,  7083165,  545261836,  0,  11913,  48.2,  60.055,  83.605,  14,  0
0,  1,  474441,  14912579,  1013993,  1681,  19242176,  882718976,  52532154857,  3843508,  7209582,  568789335,  0,  12878.3,  47.47,  38.885,  50.37,  22,  0
0,  1,  440122,  15043571,  1091531,  1596,  18987091,  868403003,  45361608540,  3791578,  7146123,  559239873,  0,  58.84,  12633.2,  47.325,  41.79,  19,  0
0,  1,  470874,  14949125,  1022281,  1797,  19418457,  886059182,  54911783810,  3832939,  7244745,  569755027,  0,  60.975,  12939.9,  47.18,  41.835,  23,  0
0,  1,  459472,  14356434,  940891,  1802,  18638313,  862485633,  57296419191,  3648470,  7133418,  556175935,  0,  12872.3,  47.875,  47.555,  50.735,  24,  0
1,  0,  1886935,  714,  55,  672,  63819022,  2643475484,  16770822329,  39,  550,  1701909398,  0,  51.885,  38.055,  45.305,  47.245,  7,  0
1,  0,  3007722,  838,  75,  904,  81941249,  3181099008,  23890080396,  22,  608,  2055734328,  0,  52.92,  38.385,  45.325,  47.555,  10,  0
