1,  0,  5746351,  101985266,  101650476,  465,  107601643,  4158607190,  9538389919,  34,  314,  3723433632,  0,  8892.16,  43.455,  48.835,  50.445,  4,  1
0,  1,  24754969,  91509453,  91199216,  775,  116193438,  4487509044,  10593477847,  13,  131,  4006578920,  0,  2395.6,  2109.29,  2116.23,  2125.35,  4,  1
0,  1,  23473477,  251064154,  250498987,  2107,  274118640,  10590068794,  25189528274,  105,  427,  9479134150,  0,  6691.7,  6666.35,  4424.52,  4425.08,  10,  1
0,  1,  22637756,  351493169,  350877779,  2301,  373532654,  14421916425,  33403996770,  129,  655,  12932752614,  0,  8947.17,  8875.36,  6658.34,  6645.38,  14,  1
0,  1,  23805655,  199449321,  198900975,  1237,  223355492,  8621566480,  21119352362,  37,  497,  7718906122,  0,  4432.33,  4431.4,  4428.44,  4423.4,  8,  1
1,  0,  5445042,  149656202,  149568468,  255,  154992558,  6054809927,  14270492201,  37,  457,  5432037571,  0,  13228.9,  48.83,  51.315,  51.415,  6,  1
1,  0,  4841753,  232685132,  232531701,  300,  237295438,  9455624854,  23791355216,  26,  379,  8451140918,  0,  20781.2,  51.9,  55.15,  54.56,  10,  1
0,  1,  22215839,  504501829,  503597061,  3537,  525819896,  20426589336,  47576777081,  244,  721,  18282328257,  0,  11279.5,  11126.2,  11132.4,  11059.4,  20,  1
1,  0,  10600083,  319289701,  318771184,  688,  329424531,  13082081942,  33765459555,  71,  580,  11678528931,  0,  23995.2,  4431.01,  44.36,  58.615,  14,  1
1,  0,  10329650,  370746266,  370374526,  928,  380489100,  15057785542,  38011679240,  66,  608,  13463020916,  0,  24003.8,  8875.9,  45.39,  59.31,  16,  1
0,  1,  23137896,  303076826,  302597171,  1911,  325221127,  12575797203,  29453532981,  139,  518,  11278809168,  0,  6691.13,  6680.24,  6659.94,  6656.67,  12,  1
0,  1,  21655889,  439056104,  438805914,  12648,  460743395,  18230575654,  42783579246,  119,  608,  16345458168,  0,  11263.2,  11099.7,  8979.75,  8928.03,  18,  1
0,  1,  21677214,  543697563,  542254641,  4493,  564461303,  22165919160,  52137662962,  218,  750,  19818841292,  0,  13379.8,  13159.2,  11020,  11101.3,  22,  1
1,  0,  5128996,  191649334,  190659496,  215,  196432763,  7828342226,  19052643433,  63,  469,  6994498924,  0,  17129.2,  49.465,  51.765,  51.64,  8,  1
1,  0,  9711523,  461073158,  460459676,  1882,  470300516,  18708554419,  47456110074,  141,  789,  16708489528,  0,  24048.1,  17072,  56.63,  64.015,  20,  1
1,  0,  9415958,  498406408,  498685207,  3803,  507021040,  20316052379,  52199001864,  98,  749,  18126992883,  0,  23969.4,  20638.3,  51.705,  64.505,  22,  1
0,  1,  22649997,  405606872,  405495061,  2303,  427061769,  16551735214,  38066181218,  106,  662,  14833294450,  0,  8993.91,  8924.19,  8922.43,  8920.43,  16,  1
1,  0,  9806736,  404122443,  404080150,  2390,  413113671,  16351025862,  41239166566,  87,  719,  14640961398,  0,  23996.4,  13117.9,  52.31,  62.12,  18,  1
1,  0,  4600867,  269136532,  268645008,  340,  273800008,  10943339611,  28528556519,  123,  449,  9744330541,  0,  24016.7,  50.99,  51.835,  53.935,  12,  1
0,  1,  23594720,  143133559,  143169767,  994,  166507987,  6483958110,  15768053458,  56,  510,  5815733647,  0,  4413.41,  4420.93,  2033.93,  2106.06,  6,  1
1,  0,  5909212,  49607534,  49538884,  379,  55373017,  2138224950,  5222343609,  10,  166,  1912422097,  0,  4519.48,  88.69,  59.755,  62.835,  2,  1
0,  1,  12124030,  45629911,  45685252,  99,  57622394,  2243519738,  5314306597,  56,  116,  1994190910,  0,  2339.32,  2098.01,  86.57,  58.55,  2,  1
